Source Name	Characteristics [Organism]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Factor Value [DiseaseState]	Factor Value [Time]	Unit [TimeUnit]	Factor Value [OrganismPart]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE464GSM31542	Rattus norvegicus	moderate spinal cord injury	spinal cord (T9)	GSE464GSM31542 sample	GSE464GSM31542 extract	total_RNA	GSE464GSM31542 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCmod-Adult-28d-2A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	moderate spinal cord injury	28	d	spinal cord (T9)	CNS-SpinalCmod-Adult-28d-2A-s2	GSM31542.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31344	Rattus norvegicus	severe spinal cord injury	spinal cord (T10)	GSE464GSM31344 sample	GSE464GSM31344 extract	total_RNA	GSE464GSM31344 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SCsev_InjB14d-3C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	severe spinal cord injury	14	d	spinal cord (T10)	CNS-SCsev_InjB14d-3C-s2	GSM31344.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31424	Rattus norvegicus	mild spinal cord injury	spinal cord (T8)	GSE464GSM31424 sample	GSE464GSM31424 extract	total_RNA	GSE464GSM31424 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_InjA14d-2A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	mild spinal cord injury	14	d	spinal cord (T8)	CNS-SC_InjA14d-2A-s2	GSM31424.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31280	Rattus norvegicus	normal	spinal cord (T10)	GSE464GSM31280 sample	GSE464GSM31280 extract	total_RNA	GSE464GSM31280 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_CtrB30m-1A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	normal	0.5	h	spinal cord (T10)	CNS-SC_CtrB30m-1A-s2	GSM31280.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM4430	Rattus norvegicus	normal	spinal cord (T8)	GSE464GSM4430 sample	GSE464GSM4430 extract	total_RNA	GSE464GSM4430 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_CtrA7d-1B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	normal	7	d	spinal cord (T8)	CNS-SC_CtrA7d-1B-s2	GSM4430.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM7593	Rattus norvegicus	severe spinal cord injury	spinal cord (T9)	GSE464GSM7593 sample	GSE464GSM7593 extract	total_RNA	GSE464GSM7593 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCsev-Adult-7d-2A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	severe spinal cord injury	7	d	spinal cord (T9)	CNS-SpinalCsev-Adult-7d-2A-s2	GSM7593.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31269	Rattus norvegicus	normal	spinal cord (T9)	GSE464GSM31269 sample	GSE464GSM31269 extract	total_RNA	GSE464GSM31269 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalC-conAdult-28d-1A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	normal	28	d	spinal cord (T9)	CNS-SpinalC-conAdult-28d-1A-s2	GSM31269.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31530	Rattus norvegicus	moderate spinal cord injury	spinal cord (T9)	GSE464GSM31530 sample	GSE464GSM31530 extract	total_RNA	GSE464GSM31530 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCmod-Adult-24h-3B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	moderate spinal cord injury	1	d	spinal cord (T9)	CNS-SpinalCmod-Adult-24h-3B-s2	GSM31530.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31360	Rattus norvegicus	severe spinal cord injury	spinal cord (T10)	GSE464GSM31360 sample	GSE464GSM31360 extract	total_RNA	GSE464GSM31360 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SCsev_InjB24h-2A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	severe spinal cord injury	1	d	spinal cord (T10)	CNS-SCsev_InjB24h-2A-s2	GSM31360.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31276	Rattus norvegicus	normal	spinal cord (T10)	GSE464GSM31276 sample	GSE464GSM31276 extract	total_RNA	GSE464GSM31276 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_CtrB14d-2C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	normal	14	d	spinal cord (T10)	CNS-SC_CtrB14d-2C-s2	GSM31276.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31463	Rattus norvegicus	severe spinal cord injury	spinal cord (T8)	GSE464GSM31463 sample	GSE464GSM31463 extract	total_RNA	GSE464GSM31463 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SCsev_InjA14d-3B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	severe spinal cord injury	14	d	spinal cord (T8)	CNS-SCsev_InjA14d-3B-s2	GSM31463.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31310	Rattus norvegicus	mild spinal cord injury	spinal cord (T10)	GSE464GSM31310 sample	GSE464GSM31310 extract	total_RNA	GSE464GSM31310 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_InjB14d-3A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	mild spinal cord injury	14	d	spinal cord (T10)	CNS-SC_InjB14d-3A-s2	GSM31310.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31543	Rattus norvegicus	moderate spinal cord injury	spinal cord (T9)	GSE464GSM31543 sample	GSE464GSM31543 extract	total_RNA	GSE464GSM31543 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCmod-Adult-28d-1B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	moderate spinal cord injury	28	d	spinal cord (T9)	CNS-SpinalCmod-Adult-28d-1B-s2	GSM31543.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31550	Rattus norvegicus	moderate spinal cord injury	spinal cord (T9)	GSE464GSM31550 sample	GSE464GSM31550 extract	total_RNA	GSE464GSM31550 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCmod-Adult-48h-1A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	moderate spinal cord injury	2	d	spinal cord (T9)	CNS-SpinalCmod-Adult-48h-1A-s2	GSM31550.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31480	Rattus norvegicus	severe spinal cord injury	spinal cord (T8)	GSE464GSM31480 sample	GSE464GSM31480 extract	total_RNA	GSE464GSM31480 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SCsev_InjA28d-2C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	severe spinal cord injury	28	d	spinal cord (T8)	CNS-SCsev_InjA28d-2C-s2	GSM31480.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31363	Rattus norvegicus	severe spinal cord injury	spinal cord (T10)	GSE464GSM31363 sample	GSE464GSM31363 extract	total_RNA	GSE464GSM31363 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SCsev_InjB24h-2C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	severe spinal cord injury	1	d	spinal cord (T10)	CNS-SCsev_InjB24h-2C-s2	GSM31363.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31544	Rattus norvegicus	moderate spinal cord injury	spinal cord (T9)	GSE464GSM31544 sample	GSE464GSM31544 extract	total_RNA	GSE464GSM31544 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCmod-Adult-28d-2B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	moderate spinal cord injury	28	d	spinal cord (T9)	CNS-SpinalCmod-Adult-28d-2B-s2	GSM31544.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31275	Rattus norvegicus	normal	spinal cord (T10)	GSE464GSM31275 sample	GSE464GSM31275 extract	total_RNA	GSE464GSM31275 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_CtrB14h-1B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	normal	14	d	spinal cord (T10)	CNS-SC_CtrB14h-1B-s2	GSM31275.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31496	Rattus norvegicus	severe spinal cord injury	spinal cord (T8)	GSE464GSM31496 sample	GSE464GSM31496 extract	total_RNA	GSE464GSM31496 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SCsev_InjA7d-1C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	severe spinal cord injury	7	d	spinal cord (T8)	CNS-SCsev_InjA7d-1C-s2	GSM31496.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31301	Rattus norvegicus	mild spinal cord injury	spinal cord (T10)	GSE464GSM31301 sample	GSE464GSM31301 extract	total_RNA	GSE464GSM31301 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_InjB14d-1B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	mild spinal cord injury	14	d	spinal cord (T10)	CNS-SC_InjB14d-1B-s2	GSM31301.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31408	Rattus norvegicus	normal	spinal cord (T8)	GSE464GSM31408 sample	GSE464GSM31408 extract	total_RNA	GSE464GSM31408 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_CtrA30m-1B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	normal	0.5	h	spinal cord (T8)	CNS-SC_CtrA30m-1B-s2	GSM31408.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM4479	Rattus norvegicus	normal	spinal cord (T9)	GSE464GSM4479 sample	GSE464GSM4479 extract	total_RNA	GSE464GSM4479 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalC-conAdult-24h-1B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	normal	1	d	spinal cord (T9)	CNS-SpinalC-conAdult-24h-1B-s2	GSM4479.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31566	Rattus norvegicus	moderate spinal cord injury	spinal cord (T9)	GSE464GSM31566 sample	GSE464GSM31566 extract	total_RNA	GSE464GSM31566 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCmod-Adult-48h-3C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	moderate spinal cord injury	2	d	spinal cord (T9)	CNS-SpinalCmod-Adult-48h-3C-s2	GSM31566.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM4449	Rattus norvegicus	mild spinal cord injury	spinal cord (T8)	GSE464GSM4449 sample	GSE464GSM4449 extract	total_RNA	GSE464GSM4449 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_InjA4h-4B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	mild spinal cord injury	4	h	spinal cord (T8)	CNS-SC_InjA4h-4B-s2	GSM4449.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31227	Rattus norvegicus	mild spinal cord injury	spinal cord (T9)	GSE464GSM31227 sample	GSE464GSM31227 extract	total_RNA	GSE464GSM31227 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalC-30mAdult-4B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	mild spinal cord injury	0.5	h	spinal cord (T9)	CNS-SpinalC-30mAdult-4B-s2	GSM31227.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31309	Rattus norvegicus	mild spinal cord injury	spinal cord (T10)	GSE464GSM31309 sample	GSE464GSM31309 extract	total_RNA	GSE464GSM31309 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_InjB14d-4C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	mild spinal cord injury	14	d	spinal cord (T10)	CNS-SC_InjB14d-4C-s2	GSM31309.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM6648	Rattus norvegicus	mild spinal cord injury	spinal cord (T10)	GSE464GSM6648 sample	GSE464GSM6648 extract	total_RNA	GSE464GSM6648 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_InjB24h-1C-s2	A-AFFY-20	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-20	P-AFFY-6	mild spinal cord injury	1	d	spinal cord (T10)	CNS-SC_InjB24h-1C-s2	GSM6648.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619522.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31466	Rattus norvegicus	severe spinal cord injury	spinal cord (T8)	GSE464GSM31466 sample	GSE464GSM31466 extract	total_RNA	GSE464GSM31466 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SCsev_InjA24h-2A-s2b	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	severe spinal cord injury	1	d	spinal cord (T8)	CNS-SCsev_InjA24h-2A-s2b	GSM31466.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31195	Rattus norvegicus	moderate spinal cord injury	spinal cord (T9)	GSE464GSM31195 sample	GSE464GSM31195 extract	total_RNA	GSE464GSM31195 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalCmod-Adult-4h-1B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	moderate spinal cord injury	4	h	spinal cord (T9)	CNS-SpinalCmod-Adult-4h-1B-s2	GSM31195.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM31225	Rattus norvegicus	mild spinal cord injury	spinal cord (T9)	GSE464GSM31225 sample	GSE464GSM31225 extract	total_RNA	GSE464GSM31225 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalC-28dAdult-2A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	mild spinal cord injury	28	d	spinal cord (T9)	CNS-SpinalC-28dAdult-2A-s2	GSM31225.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE464GSM4456	Rattus norvegicus	mild spinal cord injury	spinal cord (T10)	GSE464GSM4456 sample	GSE464GSM4456 extract	total_RNA	GSE464GSM4456 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SC_InjB24h-3B-s2	A-AFFY-19	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-19	P-AFFY-6	mild spinal cord injury	1	d	spinal cord (T10)	CNS-SC_InjB24h-3B-s2	GSM4456.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619434.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
GSE1928GSM1336	Rattus norvegicus	normal	spinal cord (T9)	GSE1928GSM1336 sample	GSE1928GSM1336 extract	total_RNA	GSE1928GSM1336 LE.biotin	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	CNS-SpinalC-conAdult-7d-2A-s2	A-AFFY-18	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-18	P-AFFY-6	normal	7	d	spinal cord (T9)	CNS-SpinalC-conAdult-7d-2A-s2	GSM1336.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.raw.4.zip	E-GEOD-464-processed-data-1482619609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-464/E-GEOD-464.processed.1.zip
