UniProt	Ensembl
D3ZGW5	ENSRNOG00000047869
A0A0G2K5J4	ENSRNOG00000054806
D4A1U1	ENSRNOG00000056716
D4A9V4	ENSRNOG00000015708
D3ZTG7	ENSRNOG00000038046
D3ZY25	ENSRNOG00000014480
Q5J3E0	ENSRNOG00000047370
D4ABG0	ENSRNOG00000015794
F1LX67	ENSRNOG00000047293
F1LX67	ENSRNOG00000049446
Z4YNI2	ENSRNOG00000008927
D3ZBZ6	ENSRNOG00000026787
D3ZCR1	ENSRNOG00000003845
Q66HT2	ENSRNOG00000012844
D3ZFK9	ENSRNOG00000009050
D3ZFL4	ENSRNOG00000055368
D4A217	ENSRNOG00000039762
G3V6D6	ENSRNOG00000003085
G3V7U5	ENSRNOG00000014215
D3ZP23	ENSRNOG00000042267
G3V8U6	ENSRNOG00000020906
G3V9L6	ENSRNOG00000018225
A2IBE0	ENSRNOG00000023162
G3V9P9	ENSRNOG00000006400
Q9EQS4	ENSRNOG00000010658
B2GV00	ENSRNOG00000022521
F1MAS1	ENSRNOG00000024349
D4A284	ENSRNOG00000015675
D4A6K4	ENSRNOG00000014493
D3ZLN5	ENSRNOG00000031141
D4ACL6	ENSRNOG00000005388
M0R432	ENSRNOG00000049954
M0RB30	ENSRNOG00000045886
M0RB30	ENSRNOG00000046634
M0RB30	ENSRNOG00000058762
Q0VGK5	ENSRNOG00000004493
Q5J3N3	ENSRNOG00000050887
Q5J3N3	ENSRNOG00000049274
D3ZXB8	ENSRNOG00000014856
D4AAN7	ENSRNOG00000024350
D4AEL0	ENSRNOG00000013437
D3ZKI5	ENSRNOG00000011756
D4A3B5	ENSRNOG00000023476
A0A0G2JSI5	ENSRNOG00000004725
D3ZBD0	ENSRNOG00000009643
D3ZR96	ENSRNOG00000018841
Q6QI42	ENSRNOG00000051648
Q7TQ24	ENSRNOG00000020010
D3ZW54	ENSRNOG00000036713
D4AE44	ENSRNOG00000030682
D4A9X9	ENSRNOG00000039740
A0SZW2	ENSRNOG00000000871
D3ZHV7	ENSRNOG00000001391
D3ZXL8	ENSRNOG00000025720
D4A1F5	ENSRNOG00000028721
D3ZGG8	ENSRNOG00000031406
Q925A6	ENSRNOG00000016075
A0A0G2JXD0	ENSRNOG00000061320
A0A0G2K408	ENSRNOG00000051828
D3ZS20	ENSRNOG00000029640
D3ZYS1	ENSRNOG00000015426
Q2IBC6	ENSRNOG00000056836
M0RDK1	ENSRNOG00000046052
M0RDK1	ENSRNOG00000057267
Q3SWT7	ENSRNOG00000050570
D3ZAC5	ENSRNOG00000023172
D3ZR64	ENSRNOG00000012434
D4AAR5	ENSRNOG00000018272
F1M654	ENSRNOG00000043193
D3ZDS3	ENSRNOG00000012987
D4A3X1	ENSRNOG00000017215
M0RB68	ENSRNOG00000047112
M0RB68	ENSRNOG00000060994
M0RBD4	ENSRNOG00000052909
M0RBD4	ENSRNOG00000051858
Q6MFX0	ENSRNOG00000053860
D3ZDW5	ENSRNOG00000024331
Q498R8	ENSRNOG00000000595
A0A0G2JY13	ENSRNOG00000053805
F1LX08	ENSRNOG00000005007
M0RBF6	ENSRNOG00000049477
D3ZBX1	ENSRNOG00000021207
D3ZKG5	ENSRNOG00000055305
D3ZZU4	ENSRNOG00000015304
D4A828	ENSRNOG00000025489
D4AD20	ENSRNOG00000022937
M0R7F9	ENSRNOG00000050769
M0R7F9	ENSRNOG00000048262
D3ZF96	ENSRNOG00000026133
D3ZW97	ENSRNOG00000061052
D4AE25	ENSRNOG00000016112
A0A0H2UHG9	ENSRNOG00000008930
D3ZJB2	ENSRNOG00000015239
D4A2D4	ENSRNOG00000017574
D4A4E7	ENSRNOG00000012340
F1LVE5	ENSRNOG00000024960
F1LVE5	ENSRNOG00000048188
Q6QI19	ENSRNOG00000031115
F2Z3S7	ENSRNOG00000048322
F2Z3S7	ENSRNOG00000056186
D3ZF18	ENSRNOG00000009203
A0A0H2UHK3	ENSRNOG00000023923
D3ZPV6	ENSRNOG00000048178
D3ZTG3	ENSRNOG00000004783
Q5U2N5	ENSRNOG00000053040
Q6TXI7	ENSRNOG00000028112
D3ZB83	ENSRNOG00000009141
D3ZHS5	ENSRNOG00000010463
D3ZKQ5	ENSRNOG00000042494
D3ZPW1	ENSRNOG00000019009
Q1KQ07	ENSRNOG00000025023
D3ZDS4	ENSRNOG00000012828
Q80VT8	ENSRNOG00000028310
D4A7F7	ENSRNOG00000008399
Q4KLM3	ENSRNOG00000003893
A0A0G2JSK3	ENSRNOG00000010350
Q5J3M1	ENSRNOG00000052492
D3ZWJ9	ENSRNOG00000008443
D3ZYA6	ENSRNOG00000015264
Q6QI62	ENSRNOG00000031425
D3ZAJ7	ENSRNOG00000007250
D3ZE76	ENSRNOG00000048446
D3ZT66	ENSRNOG00000050293
E9PT53	ENSRNOG00000005108
A0A096MJY2	ENSRNOG00000011006
A0A0H2UI05	ENSRNOG00000042179
D4A4U3	ENSRNOG00000019840
F1LWL9	ENSRNOG00000032335
F1LWL9	ENSRNOG00000029793
D3ZET1	ENSRNOG00000004029
D3ZYS4	ENSRNOG00000004679
B2RYL2	ENSRNOG00000039807
D3ZAZ0	ENSRNOG00000012738
D3ZYF2	ENSRNOG00000011642
E9PT51	ENSRNOG00000009252
M0RA96	ENSRNOG00000047537
Q5J3H7	ENSRNOG00000038647
Q80Z40	ENSRNOG00000047969
D3ZAN4	ENSRNOG00000008851
D3ZBK4	ENSRNOG00000025651
D3ZBZ9	ENSRNOG00000013217
D3Z9X5	ENSRNOG00000042918
D3ZZC5	ENSRNOG00000015179
B5DFN0	ENSRNOG00000037402
D3ZKQ3	ENSRNOG00000002054
A0A0G2JXP0	ENSRNOG00000047622
A0A0G2JXP0	ENSRNOG00000045786
A0A0G2JXP0	ENSRNOG00000061647
A0A0G2JXP0	ENSRNOG00000047577
A0A0G2JXP0	ENSRNOG00000050972
D3ZXS8	ENSRNOG00000027088
D3ZM61	ENSRNOG00000014065
D3ZPV3	ENSRNOG00000042717
D4A543	ENSRNOG00000012199
A0A0H2UHL7	ENSRNOG00000014378
D3ZY56	ENSRNOG00000018832
G3V926	ENSRNOG00000022485
D3ZXB3	ENSRNOG00000014925
M0R629	ENSRNOG00000046763
A0A0G2JSZ3	ENSRNOG00000049402
D3Z8L2	ENSRNOG00000038239
D3ZGZ4	ENSRNOG00000006670
Q56R18	ENSRNOG00000014945
D4A7Q3	ENSRNOG00000028087
M0R7P0	ENSRNOG00000060888
M0R7P0	ENSRNOG00000053282
D4A9R5	ENSRNOG00000015718
D4A400	ENSRNOG00000008422
A0A0G2QC38	ENSRNOG00000029592
A0A0H2UHW2	ENSRNOG00000026691
A0A0G2JXX5	ENSRNOG00000057166
A0A0G2JXX5	ENSRNOG00000051633
A0A0H2UHA7	ENSRNOG00000002305
D4A2A5	ENSRNOG00000019609
D4ACT7	ENSRNOG00000015798
D4ACT7	ENSRNOG00000054379
D4A586	ENSRNOG00000020601
Q6QI43	ENSRNOG00000031060
F1M7K8	ENSRNOG00000015751
D4ADE7	ENSRNOG00000016825
A0A0G2JSK0	ENSRNOG00000009797
D3ZDI8	ENSRNOG00000000065
D4A7V6	ENSRNOG00000006487
F1M660	ENSRNOG00000005793
D3ZFW8	ENSRNOG00000006730
Q6TXE8	ENSRNOG00000030420
D3ZBG6	ENSRNOG00000004059
D3ZCS9	ENSRNOG00000048275
D3ZRR1	ENSRNOG00000042701
D4A7L7	ENSRNOG00000055822
D4A950	ENSRNOG00000003251
D3ZQW3	ENSRNOG00000011253
D4A768	ENSRNOG00000010986
M0RCA6	ENSRNOG00000050419
D4A2Y9	ENSRNOG00000054896
D4AB26	ENSRNOG00000004908
G3V7Z9	ENSRNOG00000015719
D4AA46	ENSRNOG00000001684
Q6QI41	ENSRNOG00000032693
D3ZGE9	ENSRNOG00000006420
D3ZP82	ENSRNOG00000061373
D3ZA02	ENSRNOG00000007947
D4ADF6	ENSRNOG00000013055
D3ZQN0	ENSRNOG00000006251
D3ZVT7	ENSRNOG00000013771
D4A175	ENSRNOG00000014274
M0RDD7	ENSRNOG00000058457
D3Z9B0	ENSRNOG00000039571
D3ZCE7	ENSRNOG00000025473
G3V8Q6	ENSRNOG00000020284
B2RYS3	ENSRNOG00000050087
D3ZAS4	ENSRNOG00000045879
D3ZSG6	ENSRNOG00000027254
D3ZY91	ENSRNOG00000015184
D4A8H6	ENSRNOG00000028533
G3V9M8	ENSRNOG00000045790
G3V9M8	ENSRNOG00000058439
D3ZLV0	ENSRNOG00000008003
Q5U212	ENSRNOG00000050741
D3ZW90	ENSRNOG00000012414
B0BNJ2	ENSRNOG00000042158
D3ZM21	ENSRNOG00000013968
D3ZVD5	ENSRNOG00000015310
D3ZX59	ENSRNOG00000046489
D4ACQ9	ENSRNOG00000053205
Q5J3K0	ENSRNOG00000051995
D3Z9V8	ENSRNOG00000014218
D4ACU5	ENSRNOG00000025117
F1LT13	ENSRNOG00000003795
M0R8U7	ENSRNOG00000002504
Q5J3H6	ENSRNOG00000038644
D4A6N9	ENSRNOG00000001808
Q6QI80	ENSRNOG00000061747
D3ZEI6	ENSRNOG00000017824
Q6QI77	ENSRNOG00000029354
D3ZZ04	ENSRNOG00000025940
D3ZLL8	ENSRNOG00000052207
D3ZLL8	ENSRNOG00000053756
D4A2U6	ENSRNOG00000023340
D4AEF3	ENSRNOG00000005407
Q6MFX6	ENSRNOG00000048828
D3ZIL2	ENSRNOG00000048241
D3ZIL2	ENSRNOG00000060145
M0R637	ENSRNOG00000047895
D3ZW78	ENSRNOG00000021220
D4A6T5	ENSRNOG00000017298
F1M8K5	ENSRNOG00000010661
A0A0G2K325	ENSRNOG00000054245
D3ZHY0	ENSRNOG00000010347
D4AE65	ENSRNOG00000022896
D4A676	ENSRNOG00000042682
G3V8J7	ENSRNOG00000019468
Q6QI84	ENSRNOG00000037452
D3ZJJ3	ENSRNOG00000020259
D3ZSF7	ENSRNOG00000033361
D4A3H8	ENSRNOG00000042432
F1LYI7	ENSRNOG00000037540
D3Z9K6	ENSRNOG00000011750
G3V7N6	ENSRNOG00000054459
G3V7N6	ENSRNOG00000052600
D4A4S6	ENSRNOG00000019898
F1LVW5	ENSRNOG00000025075
A0A0H2UHD1	ENSRNOG00000004628
D3ZQ58	ENSRNOG00000007962
F7FL00	ENSRNOG00000017073
Q5XIG9	ENSRNOG00000004640
D3ZVT1	ENSRNOG00000015280
D3ZPE2	ENSRNOG00000029570
D4ADG3	ENSRNOG00000025768
Q6MGC8	ENSRNOG00000000477
D3ZT90	ENSRNOG00000003307
D4A4Y4	ENSRNOG00000023274
D4ACG3	ENSRNOG00000026989
B2GV45	ENSRNOG00000028805
D3ZKT8	ENSRNOG00000021442
D4A3I8	ENSRNOG00000017180
Q5J3F1	ENSRNOG00000047128
Q5USB8	ENSRNOG00000010804
D0V9T4	ENSRNOG00000036726
D3ZG45	ENSRNOG00000009388
G3V794	ENSRNOG00000009559
G3V794	ENSRNOG00000049547
Q7TQ10	ENSRNOG00000049451
Q7TQ10	ENSRNOG00000049016
A0A0G2JSN8	ENSRNOG00000014961
A0A140TA94	ENSRNOG00000001750
M0R4F9	ENSRNOG00000008567
D3ZFW6	ENSRNOG00000006551
F1LR04	ENSRNOG00000014658
M0R3Y0	ENSRNOG00000050798
A0A0G2JSX3	ENSRNOG00000000590
D3ZNA8	ENSRNOG00000005141
D4A2D8	ENSRNOG00000019552
Q7TPJ9	ENSRNOG00000031588
A0A096MJ37	ENSRNOG00000012184
D4ADD1	ENSRNOG00000013306
D4ADD8	ENSRNOG00000013254
A0A0H2UHB6	ENSRNOG00000027380
F1M488	ENSRNOG00000047675
M0RAG0	ENSRNOG00000049951
D3ZNE6	ENSRNOG00000046058
D3ZNE6	ENSRNOG00000050402
D3Z998	ENSRNOG00000006498
D3Z9Z0	ENSRNOG00000018241
D3ZF53	ENSRNOG00000053179
D4A7L8	ENSRNOG00000005944
G3V7Z6	ENSRNOG00000015538
A0A0G2JTC7	ENSRNOG00000013834
A0A0G2JTC7	ENSRNOG00000055535
D4A212	ENSRNOG00000014538
D4A5F3	ENSRNOG00000024338
Q6TUF5	ENSRNOG00000033097
D3ZHU5	ENSRNOG00000037206
D4A4L0	ENSRNOG00000030946
D4A8L5	ENSRNOG00000025067
D4A8Q3	ENSRNOG00000026489
A0A0G2QC36	ENSRNOG00000018229
D3ZD62	ENSRNOG00000027171
D3ZD62	ENSRNOG00000057755
D3ZN19	ENSRNOG00000020175
D3ZY54	ENSRNOG00000018746
D4ADG4	ENSRNOG00000006699
F1LPC2	ENSRNOG00000048263
F1LPC2	ENSRNOG00000053485
Q5MD65	ENSRNOG00000018551
D3ZIZ0	ENSRNOG00000024093
D3ZLE3	ENSRNOG00000047829
D4A3T3	ENSRNOG00000008689
D3ZJ72	ENSRNOG00000036838
D3ZND8	ENSRNOG00000042112
D3ZAG6	ENSRNOG00000012988
D3ZRJ3	ENSRNOG00000032941
Q6TUI0	ENSRNOG00000059195
D3ZVN7	ENSRNOG00000003567
G3V9E3	ENSRNOG00000010233
Q6QI33	ENSRNOG00000033703
D3Z851	ENSRNOG00000012168
D3ZFG3	ENSRNOG00000021619
D3Z8F7	ENSRNOG00000029096
Q6AYH7	ENSRNOG00000002571
D3ZVN5	ENSRNOG00000021237
D4A9J2	ENSRNOG00000061818
Q6AXP0	ENSRNOG00000009802
D3ZXM2	ENSRNOG00000018729
D4A1B0	ENSRNOG00000029868
D4A1B0	ENSRNOG00000056235
D4A561	ENSRNOG00000042258
D3ZVI0	ENSRNOG00000022796
A0A0G2K010	ENSRNOG00000051514
D3ZGY1	ENSRNOG00000058130
D3ZY74	ENSRNOG00000010177
D4A987	ENSRNOG00000003088
F1LXB8	ENSRNOG00000030253
B3EY82	ENSRNOG00000017161
D3ZZA0	ENSRNOG00000015407
D4AC81	ENSRNOG00000001765
A0A0G2K0Z2	ENSRNOG00000055667
A0A0G2K0Z2	ENSRNOG00000058546
Q5RJQ2	ENSRNOG00000004016
D3ZGG9	ENSRNOG00000006620
D3ZST1	ENSRNOG00000032248
D3ZST1	ENSRNOG00000050329
G3V698	ENSRNOG00000002194
D4A6M0	ENSRNOG00000019780
G3V9E0	ENSRNOG00000054838
D4ADI6	ENSRNOG00000001758
F7ENE7	ENSRNOG00000018576
B0BND2	ENSRNOG00000012301
D4A3P1	ENSRNOG00000019933
F1LNH3	ENSRNOG00000001254
D3ZTS1	ENSRNOG00000000917
D4A8X5	ENSRNOG00000016446
D3ZXX1	ENSRNOG00000047359
D4A444	ENSRNOG00000020686
D3ZP13	ENSRNOG00000018574
D3ZY93	ENSRNOG00000049919
D4A7A7	ENSRNOG00000047015
D4A7D4	ENSRNOG00000008713
D4A644	ENSRNOG00000010237
D4AB01	ENSRNOG00000015866
D3ZWZ9	ENSRNOG00000023589
G3V8B3	ENSRNOG00000021198
G3V8B3	ENSRNOG00000059382
A0A0G2K473	ENSRNOG00000055719
A0A0G2K473	ENSRNOG00000053103
D3ZUL5	ENSRNOG00000018858
D3ZJ78	ENSRNOG00000015566
F1M1X3	ENSRNOG00000026594
D3ZLT4	ENSRNOG00000059611
M0RDS6	ENSRNOG00000050613
M0RDS6	ENSRNOG00000050017
Q5J3I9	ENSRNOG00000057219
D3ZX38	ENSRNOG00000018653
D4A0R5	ENSRNOG00000017075
D4ABA3	ENSRNOG00000028279
D3ZD42	ENSRNOG00000018362
D4ABB6	ENSRNOG00000061350
D4ABB6	ENSRNOG00000052885
D4ADC0	ENSRNOG00000013338
A0A0H2UHV3	ENSRNOG00000004441
D4A3Z4	ENSRNOG00000006888
A0A0G2JZY0	ENSRNOG00000054557
D3Z8S0	ENSRNOG00000011752
D3ZTW8	ENSRNOG00000003724
D4A6M8	ENSRNOG00000021400
D4ADX7	ENSRNOG00000024310
D3Z8W5	ENSRNOG00000001862
D4A1V7	ENSRNOG00000010996
F1M998	ENSRNOG00000011116
A0A0G2JWV9	ENSRNOG00000058096
D4A6A1	ENSRNOG00000046569
D4A6A1	ENSRNOG00000046230
Q5J3J1	ENSRNOG00000032226
D3Z8C2	ENSRNOG00000006782
D3ZQL9	ENSRNOG00000006383
F1LRY2	ENSRNOG00000022622
B5DEL6	ENSRNOG00000042374
D3Z9X9	ENSRNOG00000042925
D3ZF19	ENSRNOG00000008872
D3ZH76	ENSRNOG00000020244
A4FTZ7	ENSRNOG00000045737
A4FTZ7	ENSRNOG00000049503
A4FTZ7	ENSRNOG00000046576
D3Z921	ENSRNOG00000025051
D3ZXN7	ENSRNOG00000001011
D4A9N1	ENSRNOG00000028390
D4AAK3	ENSRNOG00000033433
M0R8V6	ENSRNOG00000049757
M0R8V6	ENSRNOG00000052541
D3Z9I5	ENSRNOG00000020450
D3ZDM6	ENSRNOG00000000583
F1M362	ENSRNOG00000015051
A0A0G2JSS8	ENSRNOG00000021125
D3ZG88	ENSRNOG00000012736
D3ZLM6	ENSRNOG00000016989
D4A1X2	ENSRNOG00000010719
Q6QI94	ENSRNOG00000029652
E9PTP3	ENSRNOG00000051691
D3ZBS9	ENSRNOG00000061572
D3ZBV1	ENSRNOG00000057470
D3ZLU2	ENSRNOG00000047382
Q4JEI8	ENSRNOG00000029522
Q5J3K3	ENSRNOG00000033483
D3ZRT2	ENSRNOG00000018310
G3V7M5	ENSRNOG00000012358
Q6TUF0	ENSRNOG00000050687
D4A5T3	ENSRNOG00000043197
A0A0G2QC55	ENSRNOG00000019789
D3ZSW1	ENSRNOG00000046309
D3ZSW1	ENSRNOG00000049237
Q76GL9	ENSRNOG00000005248
D4A3T2	ENSRNOG00000008613
D4A6E6	ENSRNOG00000014516
G3V6Q1	ENSRNOG00000005646
B7X945	ENSRNOG00000028744
D4ADS9	ENSRNOG00000025528
M0RBK1	ENSRNOG00000032513
D3ZG43	ENSRNOG00000009155
D3ZI85	ENSRNOG00000015673
F1M972	ENSRNOG00000002456
Q4AEG0	ENSRNOG00000010015
D4A9T2	ENSRNOG00000013340
M0R5U6	ENSRNOG00000048267
Q5QJV4	ENSRNOG00000029516
F1M6P3	ENSRNOG00000036866
D3ZYB6	ENSRNOG00000024879
D3ZZN3	ENSRNOG00000007102
G3V7A9	ENSRNOG00000010085
D4AB25	ENSRNOG00000005347
A0A0G2K3M8	ENSRNOG00000053541
A0A0G2K3M8	ENSRNOG00000060185
F1LW03	ENSRNOG00000018357
D3ZU83	ENSRNOG00000031085
Q6TUG8	ENSRNOG00000038299
B1WC94	ENSRNOG00000017050
F1LV83	ENSRNOG00000022632
D3ZQU0	ENSRNOG00000032371
D3ZQU0	ENSRNOG00000052361
D4A6U1	ENSRNOG00000002753
F7FPN3	ENSRNOG00000037097
Q7TPI6	ENSRNOG00000032195
D3ZWS6	ENSRNOG00000014192
B4F792	ENSRNOG00000010985
D3ZDN0	ENSRNOG00000026152
Q32ZG4	ENSRNOG00000036900
Q6IE13	ENSRNOG00000046267
Q6IE13	ENSRNOG00000045980
D3ZB93	ENSRNOG00000003836
A0A0G2K966	ENSRNOG00000058034
D3Z979	ENSRNOG00000017087
D4ADP9	ENSRNOG00000009225
G3V622	ENSRNOG00000000641
G3V8Q8	ENSRNOG00000020411
G3V9N2	ENSRNOG00000037446
M0R476	ENSRNOG00000038539
M0R571	ENSRNOG00000047452
M0R571	ENSRNOG00000049347
D3ZVE0	ENSRNOG00000043357
G3V6C7	ENSRNOG00000049931
Q5J3I5	ENSRNOG00000050376
D3ZFM4	ENSRNOG00000000411
D3ZQT2	ENSRNOG00000020131
D4A178	ENSRNOG00000049212
D4A7Q6	ENSRNOG00000019802
Q4TU79	ENSRNOG00000040010
Q4TU79	ENSRNOG00000053351
B1WC92	ENSRNOG00000037827
D3ZLX3	ENSRNOG00000020044
F1LNA6	ENSRNOG00000009037
A0A0G2JVQ3	ENSRNOG00000054333
A0A0G2JVQ3	ENSRNOG00000058953
A0A0G2JVQ3	ENSRNOG00000056742
A0A0G2JVQ3	ENSRNOG00000052325
A0A0G2JVQ3	ENSRNOG00000053346
A0A0G2JVQ3	ENSRNOG00000055054
A0A0G2JVQ3	ENSRNOG00000057079
A0A0G2JVQ3	ENSRNOG00000055919
A0A0G2JVQ3	ENSRNOG00000057366
A0A0G2JVQ3	ENSRNOG00000057306
A0A0G2JVQ3	ENSRNOG00000052297
A0A0G2JVQ3	ENSRNOG00000053432
A0A0G2JVQ3	ENSRNOG00000060731
A0A0G2JVQ3	ENSRNOG00000061648
A0A0G2JVQ3	ENSRNOG00000054179
A0A0G2JVQ3	ENSRNOG00000054732
A0A0G2JVQ3	ENSRNOG00000058629
A0A0G2JVQ3	ENSRNOG00000057473
A0A0G2JVQ3	ENSRNOG00000058547
A0A0G2JVQ3	ENSRNOG00000051610
A0A0G2JVQ3	ENSRNOG00000058846
D3ZTI7	ENSRNOG00000018974
D3Z8Z2	ENSRNOG00000061348
D3ZIA7	ENSRNOG00000005023
D3ZRV8	ENSRNOG00000048801
D4ABF2	ENSRNOG00000033690
D4ACX7	ENSRNOG00000036819
Q32ZG6	ENSRNOG00000053114
Q5M841	ENSRNOG00000003699
A0A0G2JVA8	ENSRNOG00000009105
D3ZCS8	ENSRNOG00000012838
G3V7J6	ENSRNOG00000011704
M0R5Y1	ENSRNOG00000049611
M0R5Y1	ENSRNOG00000049805
D3ZUJ9	ENSRNOG00000001258
D4ADY0	ENSRNOG00000033490
D4AAR8	ENSRNOG00000049342
D4AAR8	ENSRNOG00000046646
A0A0G2K0S9	ENSRNOG00000057400
D3ZVS5	ENSRNOG00000004667
D4A9V5	ENSRNOG00000015727
G3V7J8	ENSRNOG00000011394
D3ZIW3	ENSRNOG00000039236
M0R512	ENSRNOG00000059135
A0A077S6M4	ENSRNOG00000003501
F1LW67	ENSRNOG00000059426
F1LW67	ENSRNOG00000059328
A0A0G2K9C9	ENSRNOG00000061506
D3ZAK1	ENSRNOG00000018886
G3V778	ENSRNOG00000009565
D4A033	ENSRNOG00000018391
D3ZSW5	ENSRNOG00000052004
D3ZZZ9	ENSRNOG00000030790
D4ABS8	ENSRNOG00000010894
D3ZXL9	ENSRNOG00000050996
D4AC07	ENSRNOG00000015525
F1LY96	ENSRNOG00000004938
F1M8Y4	ENSRNOG00000004328
G3V7F8	ENSRNOG00000049530
A0A0G2K4C9	ENSRNOG00000058058
D3ZDZ7	ENSRNOG00000059453
D3ZS85	ENSRNOG00000008871
Q6QI40	ENSRNOG00000053539
D4A7L4	ENSRNOG00000008329
D3ZMM6	ENSRNOG00000046816
G3V9Z3	ENSRNOG00000002848
A0A096MJJ5	ENSRNOG00000037919
D3ZD88	ENSRNOG00000024000
D4ADS4	ENSRNOG00000004245
D3ZCP6	ENSRNOG00000007984
A0A0G2K0A4	ENSRNOG00000060632
A0A0G2K0A4	ENSRNOG00000052671
Q6ZMA0	ENSRNOG00000047298
A0A096MJS9	ENSRNOG00000015921
D3ZJ04	ENSRNOG00000017318
H9LAA7	ENSRNOG00000049218
A0A0H2UHM0	ENSRNOG00000014633
D3ZNT5	ENSRNOG00000011502
D4A9I4	ENSRNOG00000028403
M0RBA6	ENSRNOG00000046155
D4A2T8	ENSRNOG00000004633
D3Z9H0	ENSRNOG00000032077
D3Z9H0	ENSRNOG00000055031
D3ZXL5	ENSRNOG00000018550
D3ZAS9	ENSRNOG00000021232
D3ZID3	ENSRNOG00000015652
D3ZQB2	ENSRNOG00000032600
M0R9X4	ENSRNOG00000050321
D3ZLD3	ENSRNOG00000016606
M0R4T0	ENSRNOG00000050681
D3ZP45	ENSRNOG00000016960
D3ZVR2	ENSRNOG00000028518
F1LPQ8	ENSRNOG00000013773
G3V7B7	ENSRNOG00000009545
D3ZH38	ENSRNOG00000008038
D4AB23	ENSRNOG00000013965
Q5J3N5	ENSRNOG00000051513
D3ZG90	ENSRNOG00000042649
D3ZMP9	ENSRNOG00000004980
D3ZLW2	ENSRNOG00000007986
D4ACZ7	ENSRNOG00000045808
Q7TP14	ENSRNOG00000019351
Q7TP14	ENSRNOG00000050181
M0R966	ENSRNOG00000046786
Q6V9Y2	ENSRNOG00000032856
D3ZVC1	ENSRNOG00000021609
D3ZVC1	ENSRNOG00000048060
E9PU37	ENSRNOG00000014277
Q0ZFS7	ENSRNOG00000018077
D4AC31	ENSRNOG00000032386
M0RDU0	ENSRNOG00000037327
A0A0G2K2N9	ENSRNOG00000056062
A0A0G2K2N9	ENSRNOG00000051494
M0R6Z0	ENSRNOG00000045902
M0R6Z0	ENSRNOG00000047254
M0RAN7	ENSRNOG00000048210
D3ZZ28	ENSRNOG00000047623
F1LXF5	ENSRNOG00000001293
Q6TUI2	ENSRNOG00000033407
D4A3I1	ENSRNOG00000026607
D4A478	ENSRNOG00000019922
A7LKE6	ENSRNOG00000011568
D3ZZY5	ENSRNOG00000018710
D3ZZY5	ENSRNOG00000049179
D3ZK73	ENSRNOG00000002585
D4A3S8	ENSRNOG00000017254
D4A7A8	ENSRNOG00000039754
D3ZG56	ENSRNOG00000009046
D3ZZ37	ENSRNOG00000009035
D4ABA7	ENSRNOG00000057651
D4ABA7	ENSRNOG00000056271
Q2TGI4	ENSRNOG00000046044
Q6TUE9	ENSRNOG00000033088
D4AEN1	ENSRNOG00000021992
A5GZY2	ENSRNOG00000030410
D3ZII6	ENSRNOG00000004993
D3ZLR2	ENSRNOG00000016964
D3ZXW7	ENSRNOG00000060572
G3V943	ENSRNOG00000021312
A7UJ12	ENSRNOG00000030434
O88206	ENSRNOG00000039975
F1LRJ9	ENSRNOG00000047158
F1LRJ9	ENSRNOG00000053812
D2KX21	ENSRNOG00000001711
Q8CJC8	ENSRNOG00000012235
A0A0G2K176	ENSRNOG00000058058
D4AB92	ENSRNOG00000025065
M0RCR2	ENSRNOG00000046242
A0A0G2K5Q2	ENSRNOG00000040045
D4AEC7	ENSRNOG00000026783
G3V7P8	ENSRNOG00000012482
Q4V794	ENSRNOG00000012001
D3ZJG3	ENSRNOG00000020249
D3ZKQ0	ENSRNOG00000025239
D3ZWG9	ENSRNOG00000014891
D4A1J3	ENSRNOG00000005729
G3V656	ENSRNOG00000001387
G3V656	ENSRNOG00000045911
Q7TPJ8	ENSRNOG00000030738
B2GNF1	ENSRNOG00000042711
F1LNF7	ENSRNOG00000010277
A0A0G2JYA1	ENSRNOG00000057924
D3ZAT0	ENSRNOG00000036782
D3ZAT0	ENSRNOG00000049613
Q3ZAV4	ENSRNOG00000024569
D4AE96	ENSRNOG00000010427
F1LN90	ENSRNOG00000000572
B4F7D2	ENSRNOG00000014806
D4A1Z8	ENSRNOG00000024456
D3ZPM4	ENSRNOG00000025005
D4AEC0	ENSRNOG00000052275
G3V9P4	ENSRNOG00000059334
D3ZZA8	ENSRNOG00000004563
D4ACG8	ENSRNOG00000018476
D4ACG8	ENSRNOG00000047000
G3V637	ENSRNOG00000000994
A0A140TAC7	ENSRNOG00000016648
D3ZJQ3	ENSRNOG00000046346
D3ZT54	ENSRNOG00000021037
D3ZU07	ENSRNOG00000018954
D4A4L2	ENSRNOG00000020675
M0R785	ENSRNOG00000051286
M0R785	ENSRNOG00000051180
B2BKZ7	ENSRNOG00000021540
D3ZWD6	ENSRNOG00000007697
D4A062	ENSRNOG00000009821
D4ACY8	ENSRNOG00000009770
D4ACY8	ENSRNOG00000053834
Q05BA4	ENSRNOG00000053450
Q6TXH0	ENSRNOG00000053190
D3ZF66	ENSRNOG00000002970
D3ZY89	ENSRNOG00000015249
F7F350	ENSRNOG00000004304
A0A0G2K9W7	ENSRNOG00000056184
D3ZJW6	ENSRNOG00000050118
D4AA80	ENSRNOG00000015764
B6ETS2	ENSRNOG00000039076
D3Z8P1	ENSRNOG00000011663
D4A274	ENSRNOG00000016102
D4A823	ENSRNOG00000020751
D4A8N0	ENSRNOG00000012067
D4AA74	ENSRNOG00000015785
Q49SQ0	ENSRNOG00000038990
