gene	module
ENSG00000137267	2
ENSG00000137285	1
ENSG00000137266	1
ENSG00000228793	1
ENSG00000168994	11
ENSG00000145945	1
ENSG00000112739	6
ENSG00000198721	3
ENSG00000124785	2
ENSG00000124491	3
ENSG00000112799	7
ENSG00000124783	6
ENSG00000124784	0
ENSG00000239264	3
ENSG00000124802	0
ENSG00000124786	1
ENSG00000111845	0
ENSG00000111843	7
ENSG00000137210	0
ENSG00000197977	1
ENSG00000224531	1
ENSG00000078401	0
ENSG00000212802	8
ENSG00000272379	2
ENSG00000225921	1
ENSG00000010017	5
ENSG00000050393	4
ENSG00000112149	5
ENSG00000047579	5
ENSG00000007944	0
ENSG00000137198	9
ENSG00000112186	2
ENSG00000137414	1
ENSG00000124789	1
ENSG00000137177	1
ENSG00000137364	7
ENSG00000124795	6
ENSG00000172201	2
ENSG00000172197	1
ENSG00000112294	9
ENSG00000111802	12
ENSG00000112304	11
ENSG00000112308	7
ENSG00000214975	4
ENSG00000187837	3
ENSG00000180573	11
ENSG00000158373	3
ENSG00000187990	3
ENSG00000168274	0
ENSG00000158406	11
ENSG00000186470	7
ENSG00000026950	0
ENSG00000111801	0
ENSG00000112763	14
ENSG00000182952	6
ENSG00000197903	11
ENSG00000269293	10
ENSG00000198315	1
ENSG00000197062	1
ENSG00000204713	6
ENSG00000204681	2
ENSG00000235238	11
ENSG00000204655	1
ENSG00000204644	1
ENSG00000204642	3
ENSG00000206503	3
ENSG00000066379	3
ENSG00000204619	0
ENSG00000234127	0
ENSG00000241370	10
ENSG00000236603	3
ENSG00000204592	3
ENSG00000204590	4
ENSG00000204576	5
ENSG00000204574	0
ENSG00000204569	0
ENSG00000204568	1
ENSG00000137343	1
ENSG00000204564	2
ENSG00000204560	0
ENSG00000146112	3
ENSG00000137337	1
ENSG00000196230	2
ENSG00000137312	5
ENSG00000137331	3
ENSG00000204580	6
ENSG00000213780	14
ENSG00000137411	13
ENSG00000204525	3
ENSG00000234745	3
ENSG00000204520	3
ENSG00000198563	13
ENSG00000213760	2
ENSG00000204498	10
ENSG00000204482	7
ENSG00000204472	7
ENSG00000204469	13
ENSG00000204463	13
ENSG00000204439	11
ENSG00000204435	0
ENSG00000240053	0
ENSG00000204427	1
ENSG00000213722	0
ENSG00000213719	3
ENSG00000204394	0
ENSG00000204392	11
ENSG00000204389	3
ENSG00000204388	3
ENSG00000204387	4
ENSG00000204386	5
ENSG00000204371	2
ENSG00000243649	3
ENSG00000204356	1
ENSG00000204351	13
ENSG00000204348	2
ENSG00000204344	0
ENSG00000213676	14
ENSG00000204314	2
ENSG00000221988	3
ENSG00000241404	3
ENSG00000204310	1
ENSG00000204308	1
ENSG00000204304	2
ENSG00000213654	7
ENSG00000204301	3
ENSG00000228962	4
ENSG00000204287	7
ENSG00000198502	0
ENSG00000196126	7
ENSG00000196735	7
ENSG00000179344	6
ENSG00000204267	3
ENSG00000204264	3
ENSG00000204261	7
ENSG00000168394	3
ENSG00000240065	3
ENSG00000242574	7
ENSG00000204257	7
ENSG00000204256	2
ENSG00000204252	7
ENSG00000231389	7
ENSG00000223865	7
ENSG00000204248	1
ENSG00000204231	0
ENSG00000112473	0
ENSG00000204228	1
ENSG00000204227	2
ENSG00000223501	1
ENSG00000231500	8
ENSG00000227057	5
ENSG00000204220	12
ENSG00000237441	3
ENSG00000231925	5
ENSG00000236104	1
ENSG00000204209	4
ENSG00000112511	5
ENSG00000112514	10
ENSG00000096433	3
ENSG00000137288	10
ENSG00000161896	1
ENSG00000161904	10
ENSG00000137309	5
ENSG00000186577	5
ENSG00000272325	2
ENSG00000124614	8
ENSG00000124507	2
ENSG00000196821	5
ENSG00000272288	10
ENSG00000124562	10
ENSG00000064995	1
ENSG00000064999	0
ENSG00000065029	0
ENSG00000023892	7
ENSG00000112033	3
ENSG00000198755	8
ENSG00000096060	0
ENSG00000096070	0
ENSG00000112078	0
ENSG00000112079	3
ENSG00000112081	0
ENSG00000124762	3
ENSG00000137168	0
ENSG00000198663	1
ENSG00000164530	0
ENSG00000137409	0
ENSG00000146192	7
ENSG00000226976	12
ENSG00000137193	3
ENSG00000137200	13
ENSG00000198937	11
ENSG00000112139	1
ENSG00000156639	1
ENSG00000124767	0
ENSG00000146122	1
ENSG00000235033	1
ENSG00000124615	1
ENSG00000124596	4
ENSG00000001167	1
ENSG00000095970	7
ENSG00000137166	1
ENSG00000112561	1
ENSG00000137218	2
ENSG00000112576	0
ENSG00000048544	0
ENSG00000024048	1
ENSG00000124659	1
ENSG00000146223	0
ENSG00000221821	0
ENSG00000137161	7
ENSG00000181524	8
ENSG00000124587	0
ENSG00000112640	2
ENSG00000124733	12
ENSG00000124702	2
ENSG00000124541	0
ENSG00000137171	0
ENSG00000112651	12
ENSG00000112658	5
ENSG00000112659	13
ENSG00000112667	0
ENSG00000137221	1
ENSG00000137207	1
ENSG00000172432	13
ENSG00000096080	11
ENSG00000112715	3
ENSG00000180992	0
ENSG00000137216	13
ENSG00000112759	7
ENSG00000096384	3
ENSG00000157593	1
ENSG00000178233	2
ENSG00000096401	1
ENSG00000001561	1
ENSG00000172348	0
ENSG00000153291	1
ENSG00000069122	0
ENSG00000146072	1
ENSG00000146085	1
ENSG00000031691	1
ENSG00000230204	8
ENSG00000112118	3
ENSG00000170915	1
ENSG00000096092	1
ENSG00000170899	2
ENSG00000202198	5
ENSG00000112144	1
ENSG00000112146	2
ENSG00000012660	1
ENSG00000001084	1
ENSG00000137269	0
ENSG00000151914	1
ENSG00000151917	2
ENSG00000112210	6
ENSG00000112245	1
ENSG00000118482	6
ENSG00000230910	1
ENSG00000168216	1
ENSG00000154079	0
ENSG00000112309	9
ENSG00000119900	9
ENSG00000235174	3
ENSG00000156508	8
ENSG00000119899	6
ENSG00000112695	12
ENSG00000112697	1
ENSG00000112701	1
ENSG00000196586	1
ENSG00000118418	1
ENSG00000231533	1
ENSG00000198478	4
ENSG00000118402	2
ENSG00000083123	9
ENSG00000005700	1
ENSG00000083097	1
ENSG00000013375	6
ENSG00000065833	1
ENSG00000065609	2
ENSG00000135317	1
ENSG00000135316	4
ENSG00000203875	4
ENSG00000164414	0
ENSG00000146282	1
ENSG00000135336	1
ENSG00000135334	6
ENSG00000146278	3
ENSG00000198833	0
ENSG00000025039	9
ENSG00000083099	1
ENSG00000112159	1
ENSG00000135341	1
ENSG00000014123	1
ENSG00000123545	12
ENSG00000186231	1
ENSG00000184486	1
ENSG00000132424	14
ENSG00000112237	0
ENSG00000085382	0
ENSG00000112276	1
ENSG00000132429	0
ENSG00000085377	6
ENSG00000057663	11
ENSG00000112320	0
ENSG00000025796	1
ENSG00000081087	7
ENSG00000112335	3
ENSG00000118689	9
ENSG00000080546	8
ENSG00000135535	1
ENSG00000135596	7
ENSG00000112367	0
ENSG00000112290	1
ENSG00000203797	1
ENSG00000155111	1
ENSG00000123505	1
ENSG00000155115	12
ENSG00000010810	9
ENSG00000074935	1
ENSG00000203778	1
ENSG00000155130	2
ENSG00000196591	1
ENSG00000178425	1
ENSG00000187189	2
ENSG00000189241	2
ENSG00000111832	4
ENSG00000047932	14
ENSG00000153989	0
ENSG00000230202	8
ENSG00000111875	1
ENSG00000152661	9
ENSG00000025156	0
ENSG00000111897	1
ENSG00000164434	9
ENSG00000188580	1
ENSG00000111906	4
ENSG00000135547	9
ENSG00000111912	1
ENSG00000111911	1
ENSG00000066651	1
ENSG00000118518	1
ENSG00000093144	1
ENSG00000189367	4
ENSG00000214338	1
ENSG00000152894	1
ENSG00000079819	0
ENSG00000118523	0
ENSG00000079950	1
ENSG00000146409	9
ENSG00000112306	8
ENSG00000028839	12
ENSG00000118515	0
ENSG00000112339	1
ENSG00000029363	1
ENSG00000260418	0
ENSG00000135525	1
ENSG00000197442	9
ENSG00000112357	1
ENSG00000027697	1
ENSG00000112378	3
ENSG00000112379	1
ENSG00000225177	8
ENSG00000024862	0
ENSG00000112406	8
ENSG00000164442	3
ENSG00000009844	1
ENSG00000146416	1
ENSG00000034693	1
ENSG00000001036	6
ENSG00000135521	4
ENSG00000169976	10
ENSG00000152818	5
ENSG00000112425	4
ENSG00000118508	7
ENSG00000225135	2
ENSG00000111961	1
ENSG00000111962	4
ENSG00000228408	0
ENSG00000055208	6
ENSG00000131013	1
ENSG00000055211	1
ENSG00000186625	0
ENSG00000120265	1
ENSG00000120256	2
ENSG00000120278	1
ENSG00000131016	5
ENSG00000155906	1
ENSG00000146476	2
ENSG00000131018	0
ENSG00000112031	4
ENSG00000218426	8
ENSG00000213079	0
ENSG00000215712	0
ENSG00000175048	1
ENSG00000130340	6
ENSG00000078269	1
ENSG00000272047	4
ENSG00000130338	1
ENSG00000146433	1
ENSG00000146425	11
ENSG00000092820	9
ENSG00000112096	3
ENSG00000146457	6
ENSG00000120437	1
ENSG00000120438	3
ENSG00000112110	3
ENSG00000197081	6
ENSG00000026652	1
ENSG00000270419	1
ENSG00000112531	1
ENSG00000176381	1
ENSG00000198818	1
ENSG00000060762	1
ENSG00000071242	1
ENSG00000026297	7
ENSG00000197146	7
ENSG00000130396	1
ENSG00000186340	0
ENSG00000185127	1
ENSG00000130024	1
ENSG00000130023	1
ENSG00000198719	0
ENSG00000112584	1
ENSG00000008018	0
ENSG00000112592	1
ENSG00000177706	3
ENSG00000197461	1
ENSG00000188191	2
ENSG00000164828	0
ENSG00000105963	1
ENSG00000240230	1
ENSG00000146540	15
ENSG00000178381	0
ENSG00000164877	5
ENSG00000164880	13
ENSG00000198517	3
ENSG00000157778	12
ENSG00000122687	4
ENSG00000106268	10
ENSG00000106266	4
ENSG00000106263	15
ENSG00000136213	1
ENSG00000106009	2
ENSG00000106012	4
ENSG00000136295	0
ENSG00000146535	4
ENSG00000242802	0
ENSG00000136297	1
ENSG00000157954	1
ENSG00000182095	2
ENSG00000075624	0
ENSG00000075618	0
ENSG00000011275	0
ENSG00000122674	0
ENSG00000086232	1
ENSG00000008256	2
ENSG00000178397	0
ENSG00000136238	4
ENSG00000164535	3
ENSG00000136240	3
ENSG00000136247	11
ENSG00000146576	1
ENSG00000236609	4
ENSG00000260054	15
ENSG00000146574	4
ENSG00000106392	1
ENSG00000106399	11
ENSG00000219545	1
ENSG00000189043	12
ENSG00000106460	1
ENSG00000006747	7
ENSG00000106524	0
ENSG00000106537	2
ENSG00000105855	6
ENSG00000136237	1
ENSG00000233476	8
ENSG00000196683	8
ENSG00000136243	2
ENSG00000136235	0
ENSG00000156928	11
ENSG00000164548	0
ENSG00000188732	1
ENSG00000122585	2
ENSG00000105928	1
ENSG00000172115	5
ENSG00000122566	14
ENSG00000122565	4
ENSG00000086300	2
ENSG00000005020	6
ENSG00000233429	9
ENSG00000197576	0
ENSG00000106004	2
ENSG00000233830	1
ENSG00000106049	0
ENSG00000106052	6
ENSG00000153814	7
ENSG00000146592	0
ENSG00000176734	9
ENSG00000106066	7
ENSG00000106069	1
ENSG00000136193	1
ENSG00000180354	4
ENSG00000006625	3
ENSG00000196295	0
ENSG00000106105	5
ENSG00000240583	9
ENSG00000078549	9
ENSG00000154678	1
ENSG00000273014	1
ENSG00000170852	1
ENSG00000205763	0
ENSG00000122642	1
ENSG00000122643	0
ENSG00000164610	4
ENSG00000173852	1
ENSG00000122557	1
ENSG00000227544	1
ENSG00000122545	1
ENSG00000011426	1
ENSG00000155849	1
ENSG00000106483	9
ENSG00000086289	2
ENSG00000010270	11
ENSG00000227191	3
ENSG00000078053	2
ENSG00000006715	1
ENSG00000241127	4
ENSG00000006451	1
ENSG00000065883	1
ENSG00000136197	4
ENSG00000106588	6
ENSG00000106591	0
ENSG00000106605	5
ENSG00000062582	12
ENSG00000106608	13
ENSG00000078967	4
ENSG00000235314	1
ENSG00000136279	10
ENSG00000106624	9
ENSG00000106628	3
ENSG00000106636	0
ENSG00000058404	2
ENSG00000015676	2
ENSG00000136271	5
ENSG00000158604	1
ENSG00000105953	2
ENSG00000122515	13
ENSG00000196262	2
ENSG00000105968	4
ENSG00000146676	0
ENSG00000232956	3
ENSG00000136280	12
ENSG00000136274	1
ENSG00000136270	0
ENSG00000122679	1
ENSG00000214765	1
ENSG00000146674	3
ENSG00000136205	4
ENSG00000183696	5
ENSG00000106070	0
ENSG00000106078	4
ENSG00000231427	1
ENSG00000132432	11
ENSG00000132434	1
ENSG00000154978	11
ENSG00000146729	5
ENSG00000146733	11
ENSG00000146731	0
ENSG00000129103	1
ENSG00000164776	9
ENSG00000106153	0
ENSG00000234585	0
ENSG00000196715	1
ENSG00000169919	7
ENSG00000126522	0
ENSG00000241258	1
ENSG00000169902	3
ENSG00000231234	6
ENSG00000237310	8
ENSG00000232559	1
ENSG00000243335	1
ENSG00000106609	0
ENSG00000126524	1
ENSG00000198874	1
ENSG00000183166	0
ENSG00000225648	0
ENSG00000233369	1
ENSG00000130305	10
ENSG00000009954	4
ENSG00000106635	5
ENSG00000009950	7
ENSG00000071462	11
ENSG00000106077	0
ENSG00000049540	5
ENSG00000106683	2
ENSG00000106682	1
ENSG00000086730	7
ENSG00000049541	11
ENSG00000106665	1
ENSG00000077809	1
ENSG00000174374	10
ENSG00000232561	4
ENSG00000223705	13
ENSG00000127946	1
ENSG00000005486	2
ENSG00000127948	5
ENSG00000189077	3
ENSG00000127952	11
ENSG00000146701	5
ENSG00000177679	2
ENSG00000106211	3
ENSG00000170027	2
ENSG00000127951	7
ENSG00000127947	6
ENSG00000135211	10
ENSG00000187391	1
ENSG00000234456	0
ENSG00000127955	1
ENSG00000075223	0
ENSG00000198822	1
ENSG00000164659	1
ENSG00000135164	1
ENSG00000135185	7
ENSG00000182165	10
ENSG00000085563	0
ENSG00000075303	1
ENSG00000008277	0
ENSG00000075142	9
ENSG00000058091	2
ENSG00000001630	1
ENSG00000001631	14
ENSG00000001629	1
ENSG00000157259	14
ENSG00000244055	1
ENSG00000127980	1
ENSG00000127993	1
ENSG00000127920	3
ENSG00000164692	0
ENSG00000127995	2
ENSG00000127990	1
ENSG00000242265	2
ENSG00000105854	9
ENSG00000004799	6
ENSG00000158560	1
ENSG00000004864	1
ENSG00000127922	0
ENSG00000196636	4
ENSG00000006128	2
ENSG00000070669	5
ENSG00000183444	1
ENSG00000243554	1
ENSG00000205356	2
ENSG00000164713	3
ENSG00000214389	8
ENSG00000106236	0
ENSG00000166448	2
ENSG00000198742	1
ENSG00000241685	2
ENSG00000130429	7
ENSG00000106244	10
ENSG00000106245	8
ENSG00000160917	5
ENSG00000241468	12
ENSG00000160908	11
ENSG00000197343	1
ENSG00000160862	0
ENSG00000106261	1
ENSG00000166526	1
ENSG00000168090	2
ENSG00000166508	4
ENSG00000106290	5
ENSG00000188186	10
ENSG00000146826	2
ENSG00000197093	7
ENSG00000239521	1
ENSG00000213413	1
ENSG00000121716	13
ENSG00000085514	7
ENSG00000078487	1
ENSG00000146834	0
ENSG00000160813	5
ENSG00000166925	1
ENSG00000166924	2
ENSG00000106351	9
ENSG00000205307	3
ENSG00000077454	13
ENSG00000106330	15
ENSG00000077080	2
ENSG00000172354	5
ENSG00000146830	13
ENSG00000172336	2
ENSG00000146828	1
ENSG00000087077	9
ENSG00000087087	0
ENSG00000087085	2
ENSG00000260336	3
ENSG00000106366	3
ENSG00000106367	10
ENSG00000128564	2
ENSG00000106397	1
ENSG00000106400	10
ENSG00000106404	11
ENSG00000214253	1
ENSG00000128581	2
ENSG00000257923	4
ENSG00000128563	0
ENSG00000160993	0
ENSG00000161036	2
ENSG00000005075	0
ENSG00000267368	0
ENSG00000170632	1
ENSG00000161048	1
ENSG00000105819	6
ENSG00000161057	1
ENSG00000187416	0
ENSG00000197258	8
ENSG00000005483	0
ENSG00000135250	0
ENSG00000008282	1
ENSG00000105835	3
ENSG00000005249	12
ENSG00000105856	6
ENSG00000075790	1
ENSG00000105879	1
ENSG00000091140	5
ENSG00000091129	2
ENSG00000135241	6
ENSG00000177683	1
ENSG00000128590	9
ENSG00000128512	7
ENSG00000006652	3
ENSG00000214194	8
ENSG00000105971	1
ENSG00000105974	6
ENSG00000198898	0
ENSG00000077063	1
ENSG00000196937	5
ENSG00000106278	2
ENSG00000008311	1
ENSG00000128609	2
ENSG00000106299	0
ENSG00000170775	1
ENSG00000004059	2
ENSG00000197157	6
ENSG00000106348	5
ENSG00000135245	3
ENSG00000243302	1
ENSG00000230715	0
ENSG00000243679	0
ENSG00000128595	6
ENSG00000128596	2
ENSG00000128591	9
ENSG00000128524	12
ENSG00000128604	7
ENSG00000064419	14
ENSG00000158457	7
ENSG00000158467	9
ENSG00000238072	3
ENSG00000186591	8
ENSG00000128607	1
ENSG00000146842	1
ENSG00000158516	1
ENSG00000158623	0
ENSG00000231721	1
ENSG00000128567	3
ENSG00000213261	8
ENSG00000106554	6
ENSG00000131558	1
ENSG00000085662	7
ENSG00000172331	1
ENSG00000122786	3
ENSG00000146859	11
ENSG00000105875	0
ENSG00000243317	4
ENSG00000105887	14
ENSG00000105894	0
ENSG00000164898	10
ENSG00000146963	1
ENSG00000236279	2
ENSG00000064393	4
ENSG00000059377	7
ENSG00000133606	0
ENSG00000146966	4
ENSG00000133597	1
ENSG00000090266	8
ENSG00000090263	8
ENSG00000006530	0
ENSG00000244701	15
ENSG00000257093	0
ENSG00000106028	8
ENSG00000211772	0
ENSG00000165125	1
ENSG00000197993	1
ENSG00000197448	7
ENSG00000178826	1
ENSG00000106144	0
ENSG00000159784	1
ENSG00000232533	3
ENSG00000159840	3
ENSG00000198420	2
ENSG00000174469	1
ENSG00000055130	5
ENSG00000155660	11
ENSG00000133624	13
ENSG00000106479	13
ENSG00000171130	2
ENSG00000106538	9
ENSG00000214022	5
ENSG00000179144	0
ENSG00000133574	3
ENSG00000133561	3
ENSG00000106560	7
ENSG00000196329	3
ENSG00000106565	3
ENSG00000002933	3
ENSG00000197150	13
ENSG00000213199	0
ENSG00000164885	2
ENSG00000164889	1
ENSG00000164896	2
ENSG00000164897	5
ENSG00000133612	2
ENSG00000033050	0
ENSG00000082014	5
ENSG00000013374	0
ENSG00000106615	5
ENSG00000106617	9
ENSG00000239911	5
ENSG00000178234	2
ENSG00000055609	1
ENSG00000241007	4
ENSG00000133627	2
ENSG00000130226	2
ENSG00000273344	1
ENSG00000273117	1
ENSG00000186480	0
ENSG00000260426	0
ENSG00000184863	0
ENSG00000009335	1
ENSG00000105993	0
ENSG00000155093	2
ENSG00000117868	0
ENSG00000126870	0
ENSG00000147364	1
ENSG00000180190	5
ENSG00000182372	1
ENSG00000253982	1
ENSG00000104728	1
ENSG00000176595	1
ENSG00000155189	1
ENSG00000173273	1
ENSG00000253230	2
ENSG00000171056	3
ENSG00000255020	9
ENSG00000154319	9
ENSG00000154328	12
ENSG00000079459	1
ENSG00000164733	7
ENSG00000269899	0
ENSG00000164741	1
ENSG00000104723	2
ENSG00000155970	2
ENSG00000104219	1
ENSG00000271948	2
ENSG00000198791	7
ENSG00000155975	1
ENSG00000003987	1
ENSG00000129422	1
ENSG00000078674	4
ENSG00000104763	6
ENSG00000156011	1
ENSG00000104613	3
ENSG00000175445	8
ENSG00000147416	2
ENSG00000130227	1
ENSG00000158806	2
ENSG00000158815	2
ENSG00000158856	2
ENSG00000158863	13
ENSG00000168453	0
ENSG00000168476	7
ENSG00000168481	1
ENSG00000168490	2
ENSG00000120910	6
ENSG00000120896	0
ENSG00000120913	1
ENSG00000158941	13
ENSG00000120889	3
ENSG00000147457	0
ENSG00000104679	1
ENSG00000197217	0
ENSG00000147454	3
ENSG00000159167	3
ENSG00000104722	2
ENSG00000104725	2
ENSG00000147459	1
ENSG00000221914	1
ENSG00000104765	1
ENSG00000240694	2
ENSG00000092964	1
ENSG00000015592	1
ENSG00000104228	1
ENSG00000120899	0
ENSG00000120915	9
ENSG00000120885	9
ENSG00000168077	0
ENSG00000147419	4
ENSG00000134014	0
ENSG00000186918	3
ENSG00000012232	0
ENSG00000197892	1
ENSG00000133872	0
ENSG00000104660	1
ENSG00000104671	1
ENSG00000197265	3
ENSG00000104687	7
ENSG00000104695	4
ENSG00000133878	0
ENSG00000232024	14
ENSG00000183779	5
ENSG00000147475	6
ENSG00000147471	3
ENSG00000187840	3
ENSG00000129691	0
ENSG00000175324	3
ENSG00000085788	1
ENSG00000147548	0
ENSG00000077782	0
ENSG00000253570	8
ENSG00000147526	0
ENSG00000169499	7
ENSG00000169490	0
ENSG00000168615	6
ENSG00000176907	3
ENSG00000104332	4
ENSG00000147533	1
ENSG00000158669	3
ENSG00000083168	1
ENSG00000070718	1
ENSG00000104368	3
ENSG00000104365	7
ENSG00000070501	0
ENSG00000078668	2
ENSG00000168575	1
ENSG00000176209	4
ENSG00000120925	1
ENSG00000168172	1
ENSG00000168522	1
ENSG00000165102	0
ENSG00000164808	3
ENSG00000221869	3
ENSG00000253729	14
ENSG00000169139	12
ENSG00000168300	1
ENSG00000147488	1
ENSG00000023287	2
ENSG00000047249	2
ENSG00000187735	4
ENSG00000137547	12
ENSG00000254087	7
ENSG00000008988	8
ENSG00000170791	8
ENSG00000181195	2
ENSG00000104331	1
ENSG00000215114	6
ENSG00000137575	6
ENSG00000035681	3
ENSG00000104388	1
ENSG00000198363	5
ENSG00000185728	1
ENSG00000104442	1
ENSG00000179041	5
ENSG00000147576	1
ENSG00000169085	1
ENSG00000104205	1
ENSG00000245910	4
ENSG00000121022	6
ENSG00000067167	6
ENSG00000147592	1
ENSG00000147601	1
ENSG00000164764	9
ENSG00000147604	8
ENSG00000121039	3
ENSG00000154582	8
ENSG00000175606	3
ENSG00000154589	3
ENSG00000104369	1
ENSG00000104381	0
ENSG00000164751	4
ENSG00000171033	2
ENSG00000104427	1
ENSG00000104435	2
ENSG00000164683	2
ENSG00000147586	8
ENSG00000076554	1
ENSG00000164687	0
ENSG00000147588	0
ENSG00000237264	8
ENSG00000133731	1
ENSG00000104231	6
ENSG00000133739	4
ENSG00000176731	8
ENSG00000104267	1
ENSG00000123124	4
ENSG00000176623	4
ENSG00000085719	6
ENSG00000104312	0
ENSG00000164823	9
ENSG00000104320	1
ENSG00000104325	8
ENSG00000104327	2
ENSG00000180694	1
ENSG00000123119	1
ENSG00000155099	1
ENSG00000253738	1
ENSG00000155100	1
ENSG00000164949	3
ENSG00000156162	1
ENSG00000175305	1
ENSG00000156467	8
ENSG00000156469	0
ENSG00000156471	0
ENSG00000169439	9
ENSG00000104324	1
ENSG00000180543	1
ENSG00000147649	1
ENSG00000104341	9
ENSG00000132561	0
ENSG00000156482	8
ENSG00000132541	9
ENSG00000253948	4
ENSG00000164919	12
ENSG00000147669	4
ENSG00000034677	9
ENSG00000186106	1
ENSG00000070756	7
ENSG00000164924	2
ENSG00000261087	4
ENSG00000120963	1
ENSG00000048392	1
ENSG00000104517	0
ENSG00000155096	9
ENSG00000155097	2
ENSG00000164929	9
ENSG00000164933	1
ENSG00000254615	7
ENSG00000164830	1
ENSG00000104408	8
ENSG00000104412	1
ENSG00000120533	12
ENSG00000147654	4
ENSG00000147642	2
ENSG00000147677	8
ENSG00000164754	4
ENSG00000164758	1
ENSG00000136999	2
ENSG00000136960	1
ENSG00000155792	0
ENSG00000172172	11
ENSG00000178764	1
ENSG00000136986	6
ENSG00000165156	4
ENSG00000156795	6
ENSG00000156804	1
ENSG00000176853	1
ENSG00000164983	0
ENSG00000170881	1
ENSG00000147687	4
ENSG00000147684	12
ENSG00000170873	1
ENSG00000104549	1
ENSG00000164961	1
ENSG00000168672	0
ENSG00000153310	6
ENSG00000153317	0
ENSG00000132294	5
ENSG00000155926	3
ENSG00000104419	1
ENSG00000225259	11
ENSG00000131773	0
ENSG00000259891	1
ENSG00000104472	1
ENSG00000259758	1
ENSG00000169398	1
ENSG00000105339	3
ENSG00000184489	3
ENSG00000181790	2
ENSG00000130193	0
ENSG00000180155	2
ENSG00000160932	5
ENSG00000176956	2
ENSG00000182851	1
ENSG00000250571	15
ENSG00000158106	2
ENSG00000104518	3
ENSG00000147813	3
ENSG00000104529	8
ENSG00000104522	5
ENSG00000180900	0
ENSG00000179950	1
ENSG00000185189	1
ENSG00000178209	9
ENSG00000178685	3
ENSG00000178719	2
ENSG00000178814	1
ENSG00000178896	0
ENSG00000197858	1
ENSG00000179091	2
ENSG00000179526	10
ENSG00000179632	10
ENSG00000185122	3
ENSG00000185000	5
ENSG00000170616	2
ENSG00000185803	5
ENSG00000182325	5
ENSG00000071894	0
ENSG00000160948	0
ENSG00000187954	10
ENSG00000167702	2
ENSG00000160972	5
ENSG00000167700	5
ENSG00000160959	1
ENSG00000147799	1
ENSG00000198169	2
ENSG00000196378	1
ENSG00000161016	3
ENSG00000170619	10
ENSG00000182307	4
ENSG00000181404	0
ENSG00000107104	9
ENSG00000226403	4
ENSG00000080503	2
ENSG00000147852	1
ENSG00000106688	0
ENSG00000106993	12
ENSG00000147853	4
ENSG00000107020	11
ENSG00000099219	1
ENSG00000183354	1
ENSG00000137040	0
ENSG00000230207	8
ENSG00000137038	4
ENSG00000153707	1
ENSG00000225706	1
ENSG00000153714	0
ENSG00000107186	1
ENSG00000164975	6
ENSG00000164985	1
ENSG00000107295	2
ENSG00000155876	0
ENSG00000147872	3
ENSG00000137154	8
ENSG00000155886	1
ENSG00000198642	1
ENSG00000198680	10
ENSG00000120162	1
ENSG00000147894	0
ENSG00000165264	0
ENSG00000137074	8
ENSG00000086061	3
ENSG00000122692	1
ENSG00000107262	4
ENSG00000086065	1
ENSG00000086102	0
ENSG00000231991	3
ENSG00000107341	4
ENSG00000198876	6
ENSG00000165006	6
ENSG00000164978	4
ENSG00000164976	1
ENSG00000164970	0
ENSG00000168913	0
ENSG00000122756	9
ENSG00000164967	10
ENSG00000137100	10
ENSG00000147955	10
ENSG00000213930	2
ENSG00000137070	1
ENSG00000172724	0
ENSG00000122733	2
ENSG00000165280	14
ENSG00000165282	6
ENSG00000165283	5
ENSG00000005238	1
ENSG00000198722	6
ENSG00000198853	2
ENSG00000107140	5
ENSG00000159884	11
ENSG00000198467	3
ENSG00000137076	6
ENSG00000107175	4
ENSG00000070610	5
ENSG00000137133	4
ENSG00000137103	0
ENSG00000122694	1
ENSG00000122705	10
ENSG00000159921	1
ENSG00000137075	0
ENSG00000233137	1
ENSG00000137106	1
ENSG00000137054	8
ENSG00000175768	12
ENSG00000165275	1
ENSG00000107338	11
ENSG00000273036	1
ENSG00000250989	1
ENSG00000187866	6
ENSG00000119139	9
ENSG00000135063	9
ENSG00000107282	2
ENSG00000119138	0
ENSG00000107362	1
ENSG00000107372	0
ENSG00000165092	4
ENSG00000135046	3
ENSG00000135045	11
ENSG00000106733	0
ENSG00000134996	7
ENSG00000135002	2
ENSG00000106772	1
ENSG00000156049	1
ENSG00000156052	1
ENSG00000135069	1
ENSG00000106829	1
ENSG00000196781	0
ENSG00000148057	4
ENSG00000135018	6
ENSG00000165119	1
ENSG00000235298	0
ENSG00000148053	9
ENSG00000135049	1
ENSG00000135052	9
ENSG00000135070	1
ENSG00000135047	3
ENSG00000106723	2
ENSG00000123975	3
ENSG00000187742	1
ENSG00000187764	1
ENSG00000130222	9
ENSG00000165023	0
ENSG00000165025	7
ENSG00000148090	1
ENSG00000165030	3
ENSG00000090054	1
ENSG00000196305	0
ENSG00000185963	6
ENSG00000157303	7
ENSG00000165233	0
ENSG00000131669	3
ENSG00000188938	1
ENSG00000048828	6
ENSG00000197724	1
ENSG00000158079	1
ENSG00000148110	1
ENSG00000130958	1
ENSG00000130956	4
ENSG00000081377	1
ENSG00000136943	1
ENSG00000196116	1
ENSG00000136842	3
ENSG00000136937	6
ENSG00000136936	4
ENSG00000136938	4
ENSG00000095383	1
ENSG00000136928	2
ENSG00000106799	7
ENSG00000119523	6
ENSG00000106803	11
ENSG00000023318	6
ENSG00000066697	4
ENSG00000241697	1
ENSG00000148123	1
ENSG00000136897	11
ENSG00000136870	1
