Source Name	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [location]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Characteristics [time day]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [location]	FactorValue [time day]	FactorValue [treatment]
GSM1698034 1	Rostral.NT3.20d	Rostral.NT3.20d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698034 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698034 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698034	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698034_090929-Rat230_2-09266C_dR2_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698034_sample_table.txt norm	GSM1698034_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	20d	NT3-chitosan(NT3)
GSM1698033 1	Rostral.NT3.20d	Rostral.NT3.20d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698033 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698033 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698033	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698033_090929-Rat230_2-09266C_dR1_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698033_sample_table.txt norm	GSM1698033_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	20d	NT3-chitosan(NT3)
GSM1698032 1	Rostral.NT3.10d	Rostral.NT3.10d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	10d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698032 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698032 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698032	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698032_090828-Rat230_2-09266B_dR3-10d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698032_sample_table.txt norm	GSM1698032_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	10d	NT3-chitosan(NT3)
GSM1698031 1	Rostral.NT3.10d	Rostral.NT3.10d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	10d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698031 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698031 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698031	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698031_090828-Rat230_2-09266B_dR2-10d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698031_sample_table.txt norm	GSM1698031_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	10d	NT3-chitosan(NT3)
GSM1698030 1	Rostral.NT3.10d	Rostral.NT3.10d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	10d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698030 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698030 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698030	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698030_090828-Rat230_2-09266B_dR1-10d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698030_sample_table.txt norm	GSM1698030_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	10d	NT3-chitosan(NT3)
GSM1698029 1	Rostral.NT3.03d	Rostral.NT3.03d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	03d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698029 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698029 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698029	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698029_090926-Rat230_2-09266C_dR3_3d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698029_sample_table.txt norm	GSM1698029_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	03d	NT3-chitosan(NT3)
GSM1698028 1	Rostral.NT3.03d	Rostral.NT3.03d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	03d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698028 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698028 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698028	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698028_090926-Rat230_2-09266C_dR2_3d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698028_sample_table.txt norm	GSM1698028_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	03d	NT3-chitosan(NT3)
GSM1698027 1	Rostral.NT3.03d	Rostral.NT3.03d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	03d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698027 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698027 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698027	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698027_090926-Rat230_2-09266C_dR1_3d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698027_sample_table.txt norm	GSM1698027_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	03d	NT3-chitosan(NT3)
GSM1698026 1	Rostral.NT3.01d	Rostral.NT3.01d.3	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	01d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698026 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698026 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698026	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698026_090729-Rat230_2-09266A_dR3-d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698026_sample_table.txt norm	GSM1698026_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	01d	NT3-chitosan(NT3)
GSM1698025 1	Rostral.NT3.01d	Rostral.NT3.01d.2	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	01d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698025 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698025 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698025	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698025_090729-Rat230_2-09266A_dR2-d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698025_sample_table.txt norm	GSM1698025_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	01d	NT3-chitosan(NT3)
GSM1698024 1	Rostral.NT3.01d	Rostral.NT3.01d.1	Rostral region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	01d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698024 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698024 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698024	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698024_090729-Rat230_2-09266A_dR1-d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698024_sample_table.txt norm	GSM1698024_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Rostral region 5mm tissue	01d	NT3-chitosan(NT3)
GSM1698023 1	Uninjured	Uninjured .x.3	Uninjured 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	x	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698023 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698023 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698023	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698023_090729-Rat230_2-09266A_nor3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698023_sample_table.txt norm	GSM1698023_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Uninjured 5mm tissue	x	Uninjured
GSM1698022 1	Uninjured	Uninjured .x.2	Uninjured 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	x	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698022 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698022 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698022	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698022_090729-Rat230_2-09266A_nor2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698022_sample_table.txt norm	GSM1698022_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Uninjured 5mm tissue	x	Uninjured
GSM1698021 1	Uninjured	Uninjured .x.1	Uninjured 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	x	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698021 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698021 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698021	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698021_090729-Rat230_2-09266A_nor1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698021_sample_table.txt norm	GSM1698021_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Uninjured 5mm tissue	x	Uninjured
GSM1698020 1	Middle.LC.90d	Middle.LC.90d.3	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	90d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698020 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698020 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698020	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698020_091114-Rat230_2-09266D_SM3-90d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698020_sample_table.txt norm	GSM1698020_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	90d	Lesion control(LC)
GSM1698019 1	Middle.LC.90d	Middle.LC.90d.2	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	90d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698019 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698019 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698019	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698019_091114-Rat230_2-09266D_SM2-90d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698019_sample_table.txt norm	GSM1698019_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	90d	Lesion control(LC)
GSM1698018 1	Middle.LC.90d	Middle.LC.90d.1	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	90d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698018 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698018 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698018	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698018_091114-Rat230_2-09266D_SM1-90d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698018_sample_table.txt norm	GSM1698018_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	90d	Lesion control(LC)
GSM1698017 1	Middle.LC.60d	Middle.LC.60d.3	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698017 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698017 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698017	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698017_091113-Rat230_2-09266D_SM3-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698017_sample_table.txt norm	GSM1698017_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	60d	Lesion control(LC)
GSM1698016 1	Middle.LC.60d	Middle.LC.60d.2	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698016 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698016 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698016	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698016_091113-Rat230_2-09266D_SM2-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698016_sample_table.txt norm	GSM1698016_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	60d	Lesion control(LC)
GSM1698015 1	Middle.LC.60d	Middle.LC.60d.1	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	60d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698015 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698015 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698015	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698015_091113-Rat230_2-09266D_SM1-60d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698015_sample_table.txt norm	GSM1698015_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	60d	Lesion control(LC)
GSM1698014 1	Middle.LC.30d	Middle.LC.30d.3	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698014 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698014 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698014	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698014_090930-Rat230_2-09266C_sM3_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698014_sample_table.txt norm	GSM1698014_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	30d	Lesion control(LC)
GSM1698013 1	Middle.LC.30d	Middle.LC.30d.2	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698013 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698013 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698013	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698013_090930-Rat230_2-09266C_sM2_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698013_sample_table.txt norm	GSM1698013_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	30d	Lesion control(LC)
GSM1698012 1	Middle.LC.30d	Middle.LC.30d.1	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	30d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698012 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698012 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698012	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698012_090930-Rat230_2-09266C_sM1_30d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698012_sample_table.txt norm	GSM1698012_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	30d	Lesion control(LC)
GSM1698011 1	Middle.LC.20d	Middle.LC.20d.5	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698011 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698011 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698011	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698011_100413-Rat230_2-09363E_SM5-20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698011_sample_table.txt norm	GSM1698011_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	20d	Lesion control(LC)
GSM1698010 1	Middle.LC.20d	Middle.LC.20d.3	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698010 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698010 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698010	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698010_090929-Rat230_2-09266C_sM3_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698010_sample_table.txt norm	GSM1698010_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	20d	Lesion control(LC)
GSM1698009 1	Middle.LC.20d	Middle.LC.20d.2	Middle region 5mm tissue	Rattus norvegicus	EFO	http://purl.obolibrary.org/obo/NCBITaxon_10116	spinal cord	EFO	http://purl.obolibrary.org/obo/UBERON_0002240	20d	P-GSE69334-2	ArrayExpress	P-GSE69334-3	ArrayExpress	GSM1698009 extract 1	total RNA	P-GSE69334-4	ArrayExpress	GSM1698009 LE 1	biotin	P-GSE69334-5	ArrayExpress	GSM1698009	A-AFFY-43	ArrayExpress	array assay	P-GSE69334-6	ArrayExpress	GSM1698009_090929-Rat230_2-09266C_sM2_20d.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.raw.1.zip	P-GSE69334-1	ArrayExpress	GSM1698009_sample_table.txt norm	GSM1698009_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-69334/E-GEOD-69334.processed.1.zip	Middle region 5mm tissue	20d	Lesion control(LC)
